nr,run,tt,treatment,aboveground,tray,placement,3-4 mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,Weight,PEAnA,PEA15N,PEAnA,PEA13C,gnsnSTD N weight,gnsnSTD C weight,1nA to x mgN STD,1nA to x mgC STD,mg N in sample,mg C in sample,%N,%C,C/N,d15Nkorr,d13Ckorr,Nat abun (15N),δ15Nkorr,atom% (15N),APE%,N pr DW,15N pr DW,15N pr N ,Nat abun (13C),δ13Ckorr,atom% (13C),APE%,C pr DW,13C pr DW  ,13C pr C 
nr,run,tt,treatment,aboveground,tray,placement,3-4 mg,comment,Sample Number,Name,Height (nA),N15,Height (nA),13C,,,,,,,,,,,,,,,,,(ATM%),(δ),(% of N),(% excess),(mgN/g DW),(μg/g DW),(μg/g N),(ATM%),(δ),(% of C),(% excess),(mg/g DW),(μg/g DW),(μg/g C)
,,,,,,,,PEACH,417,peach 3554u.raw,8.97,1.87,5.49,-26.04,3.35,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.099,1.528,2.963,45.54,15.37,1.93,-26.14,0.366,1.93,0.367,0.001,29.6,0.3,9.6,1.08,-26.14,1.082,0.002,455,11.28,24.77
,,,,,,,,PEACH,430,peach 2937u.raw,7.41,1.95,4.75,-25.93,2.94,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.082,1.323,2.796,45.03,16.11,2.01,-26.03,0.366,2.01,0.367,0.001,28,0.3,9.9,1.08,-26.03,1.083,0.003,450,11.72,26.02
,,,,,,,,PEACH,443,peach 2508u.raw,6.29,1.81,4.21,-25.92,2.51,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.07,1.172,2.778,46.74,16.83,1.88,-26.02,0.366,1.88,0.367,0.001,27.8,0.3,9.4,1.08,-26.02,1.083,0.003,467,12.19,26.09
,,,,,,,,PEACH,456,peach 2531u.raw,6.49,1.91,4.25,-25.9,2.53,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.072,1.182,2.84,46.72,16.45,1.97,-26,0.366,1.97,0.367,0.001,28.4,0.3,9.7,1.08,-26,1.083,0.003,467,12.32,26.36
,,,,,,,,PEACH,469,peach 2539u.raw,6.39,1.91,4.24,-25.86,2.54,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.071,1.181,2.788,46.51,16.68,1.98,-25.96,0.366,1.98,0.367,0.001,27.9,0.3,9.8,1.08,-25.96,1.083,0.003,465,12.47,26.82
,,,,,,,,PEACH,482,peach 3212u.raw,8.16,1.95,5.13,-25.92,3.21,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.09,1.43,2.813,44.51,15.82,2.01,-26.02,0.366,2.01,0.367,0.001,28.1,0.3,9.9,1.08,-26.02,1.083,0.003,445,11.65,26.18
,,,,,,,,PEACH,,,7,1.92,4.55,-25.93,2.75,7,1.92,4.55,-25.93,2.75,2.75,0.0111,0.2784,0.078,1.266,2.82,46.01,16.32,1.98,-26.03,0.366,1.98,0.367,0.001,28.2,0.3,9.8,1.08,-26.03,1.083,0.003,460,11.97,26.02
,,,,,,,,PEACH,499,peach 2551u.raw,6.47,1.92,4.27,-25.84,2.55,6.14,2.17,4.16,-25.53,2.48,2.48,0.0114,0.2745,0.074,1.173,2.894,45.99,15.89,1.73,-26.34,0.366,1.73,0.367,0.001,28.9,0.3,8.9,1.08,-26.34,1.082,0.002,460,10.39,22.6
,,,,,,,,PEACH,512,peach 2256u.raw,5.67,1.87,3.85,-25.83,2.26,6.14,2.17,4.16,-25.53,2.48,2.48,0.0114,0.2745,0.065,1.056,2.864,46.81,16.34,1.69,-26.33,0.366,1.69,0.367,0.001,28.6,0.2,8.7,1.08,-26.33,1.082,0.002,468,10.63,22.71
,,,,,,,,PEACH,525,peach 2475u.raw,6.21,1.93,4.16,-25.89,2.48,6.14,2.17,4.16,-25.53,2.48,2.48,0.0114,0.2745,0.071,1.142,2.863,46.13,16.12,1.75,-26.4,0.366,1.75,0.367,0.001,28.6,0.3,8.9,1.08,-26.4,1.082,0.002,461,10.13,21.97
,,,,,,,,PEACH,538,peach 2368uuu.raw,5.95,2.03,4.01,-25.8,2.37,6.14,2.17,4.16,-25.53,2.48,2.48,0.0114,0.2745,0.068,1.1,2.863,46.44,16.22,1.84,-26.31,0.366,1.84,0.367,0.001,28.6,0.3,9.3,1.08,-26.31,1.082,0.002,464,10.67,22.97
,,,,,,,,PEACH,552,peach 2808u.raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,565,peach 2881u.raw,7.05,2.33,4.71,-24.87,2.88,6.14,2.17,4.16,-25.53,2.48,2.48,0.0114,0.2745,0.08,1.294,2.789,44.91,16.1,2.14,-25.37,0.366,2.14,0.367,0.001,27.9,0.3,10.4,1.08,-25.37,1.083,0.003,449,14.94,33.26
,,,,,,,,PEACH,578,peach 2421u.raw,5.82,2.24,4.08,-25.66,2.42,6.14,2.17,4.16,-25.53,2.48,2.48,0.0114,0.2745,0.066,1.121,2.74,46.3,16.9,2.06,-26.16,0.366,2.06,0.367,0.001,27.4,0.3,10,1.08,-26.16,1.082,0.002,463,11.37,24.56
,,,,,,,,PEACH,591,peach 2418u.raw,5.79,2.84,4.03,-24.8,2.42,6.14,2.17,4.16,-25.53,2.48,2.48,0.0114,0.2745,0.066,1.106,2.731,45.76,16.75,2.65,-25.3,0.366,2.65,0.367,0.001,27.3,0.3,12.2,1.08,-25.3,1.083,0.003,458,15.58,34.04
,,,,,,,,PEACH,,,6.14,2.17,4.16,-25.53,2.48,6.14,2.17,4.16,-25.53,2.48,2.48,0.0114,0.2745,0.07,1.142,2.82,46.01,16.32,1.98,-26.03,0.366,1.98,0.367,0.001,28.2,0.3,9.8,1.08,-26.03,1.083,0.003,460,11.97,26.02
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,607,peach 3101u.raw,7.54,2.12,5,-24.55,3.1,6.01,1.78,4.16,-24.64,2.51,2.51,0.0118,0.2776,0.089,1.389,2.866,44.78,15.63,2.33,-25.95,0.366,2.33,0.367,0.001,28.7,0.3,11,1.08,-25.95,1.083,0.003,448,12.06,26.94
,,,,,,,,PEACH,620,peach 2038u.raw,4.8,1.47,3.46,-24.62,2.04,6.01,1.78,4.16,-24.64,2.51,2.51,0.0118,0.2776,0.057,0.961,2.778,47.15,16.97,1.67,-26.02,0.366,1.67,0.367,0.001,27.8,0.2,8.6,1.08,-26.02,1.083,0.003,472,12.34,26.18
,,,,,,,,PEACH,633,peach 2587u.raw,6.19,0.66,4.32,-24.41,2.59,6.01,1.78,4.16,-24.64,2.51,2.51,0.0118,0.2776,0.073,1.199,2.821,46.34,16.42,0.86,-25.8,0.366,0.86,0.367,0.001,28.2,0.2,5.7,1.08,-25.8,1.083,0.003,463,13.22,28.54
,,,,,,,,PEACH,645,peach 2318u.raw,5.5,2.86,3.86,-24.96,2.32,6.01,1.78,4.16,-24.64,2.51,2.51,0.0118,0.2776,0.065,1.073,2.794,46.29,16.56,3.07,-26.36,0.366,3.07,0.367,0.001,27.9,0.4,13.7,1.08,-26.36,1.082,0.002,463,10.38,22.41
,,,,,,,,PEACH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,PEACH,,,6.01,1.78,4.16,-24.64,2.51,6.01,1.78,4.16,-24.64,2.51,2.51,0.0118,0.2776,0.071,1.155,2.82,46.01,16.32,1.98,-26.03,0.366,1.98,0.367,0.001,28.2,0.3,9.8,1.08,-26.03,1.083,0.003,460,11.97,26.02
